Event,    Time,   Duration
Internet unavailable,  2022-02-09 08:02:16.616823037 UTC, PT24.227072078S
Internet unavailable,  2022-02-09 09:45:24.053795035 UTC, PT1.022432112S
Internet unavailable,  2022-02-09 10:46:51.852168729 UTC, PT21.816331804S
Internet unavailable,  2022-02-09 11:01:02.601915343 UTC, PT21.692265566S
Internet unavailable,  2022-02-09 13:37:37.989156297 UTC, PT21.076327994S
Internet unavailable,  2022-02-09 13:53:22.213747782 UTC, PT1.037900769S
Internet unavailable,  2022-02-09 15:52:56.217687890 UTC, PT10.069530362S
Internet unavailable,  2022-02-09 16:52:46.682156085 UTC, PT35.086711383S
Internet unavailable,  2022-02-09 17:18:38.058182332 UTC, PT64.293534754S
Internet unavailable,  2022-02-09 17:39:43.573765716 UTC, PT1.038132257S
Internet unavailable,  2022-02-09 18:32:56.202301043 UTC, PT35.102778286S
Internet unavailable,  2022-02-09 21:23:33.093820039 UTC, PT1.027064497S
Internet unavailable,  2022-02-10 08:03:02.720854643 UTC, PT15.046120916S
Internet unavailable,  2022-02-10 08:13:09.893750049 UTC, PT1.032800579S
Internet unavailable,  2022-02-10 08:33:02.887843789 UTC, PT15.043655653S
Internet unavailable,  2022-02-10 08:39:19.112186091 UTC, PT58.097540342S
Internet unavailable,  2022-02-10 08:45:25.438363739 UTC, PT1.079341397S
Internet unavailable,  2022-02-10 11:01:06.533787157 UTC, PT1.035546774S
Internet unavailable,  2022-02-10 11:05:41.893804194 UTC, PT1.036874369S
Internet unavailable,  2022-02-10 11:37:00.965286826 UTC, PT18.104446070S
Internet unavailable,  2022-02-10 11:39:06.274425211 UTC, PT15.033512540S
Internet unavailable,  2022-02-10 14:27:05.285178536 UTC, PT35.344874145S
Internet unavailable,  2022-02-10 14:35:03.653745842 UTC, PT1.032786310S
Internet unavailable,  2022-02-10 15:10:15.813791872 UTC, PT1.032938601S
Internet unavailable,  2022-02-10 15:50:40.373726725 UTC, PT1.035070650S
Internet unavailable,  2022-02-10 18:00:28.193060410 UTC, PT92.150481287S
Internet unavailable,  2022-02-10 18:18:03.699904347 UTC, PT35.089710749S
Internet unavailable,  2022-02-11 10:20:13.921075822 UTC, PT31.066525135S
Internet unavailable,  2022-02-11 10:47:37.197913866 UTC, PT49.103211179S
Internet unavailable,  2022-02-11 11:05:23.667735097 UTC, PT35.081770412S
Internet unavailable,  2022-02-11 11:53:26.123776757 UTC, PT1.032884049S
Internet unavailable,  2022-02-11 12:02:58.687612683 UTC, PT15.077042823S
Internet unavailable,  2022-02-11 12:09:13.675540385 UTC, PT1.029828093S
Internet unavailable,  2022-02-11 13:50:27.123530958 UTC, PT49.107522364S
Internet unavailable,  2022-02-11 13:58:25.493773651 UTC, PT1.047468855S
Internet unavailable,  2022-02-11 15:09:19.253740742 UTC, PT1.025740497S
Internet unavailable,  2022-02-11 16:52:11.157562091 UTC, PT49.123337868S
Internet unavailable,  2022-02-11 17:18:24.373762830 UTC, PT1.040163812S
Internet unavailable,  2022-02-11 17:38:32.493570900 UTC, PT35.102322212S
Internet unavailable,  2022-02-11 17:57:55.299260906 UTC, PT17.761299642S
Internet unavailable,  2022-02-11 17:59:37.936705366 UTC, PT24.127004472S
Internet unavailable,  2022-02-11 18:39:50.003289268 UTC, PT49.103707545S
Internet unavailable,  2022-02-12 10:26:05.507146286 UTC, PT29.099065292S
Internet unavailable,  2022-02-12 10:34:25.003015177 UTC, PT10.064923893S
Internet unavailable,  2022-02-12 12:53:05.552582773 UTC, PT15.031051234S
Internet unavailable,  2022-02-12 14:30:57.169593218 UTC, PT1.024343011S
Internet unavailable,  2022-02-12 15:46:25.453032013 UTC, PT21.470779092S
Internet unavailable,  2022-02-12 16:42:21.323600752 UTC, PT24.410786307S
Internet unavailable,  2022-02-12 21:26:20.933764604 UTC, PT1.035832584S
Internet unavailable,  2022-02-13 19:33:25.893812953 UTC, PT1.030937779S
Internet unavailable,  2022-02-14 08:09:10.254988724 UTC, PT15.052847993S
Internet unavailable,  2022-02-14 08:09:27.333751845 UTC, PT1.035476110S
Internet unavailable,  2022-02-14 09:07:10.773793817 UTC, PT1.030000591S
Internet unavailable,  2022-02-14 09:20:24.120203186 UTC, PT7.056271394S
Internet unavailable,  2022-02-14 09:31:26.089629965 UTC, PT24.083082301S
Internet unavailable,  2022-02-14 11:49:37.402565987 UTC, PT1.024678035S
Internet unavailable,  2022-02-14 12:03:30.345200456 UTC, PT27.780935992S
Internet unavailable,  2022-02-14 12:36:50.078788839 UTC, PT52.138031706S
Internet unavailable,  2022-02-14 13:18:23.352888252 UTC, PT58.569121579S
Internet unavailable,  2022-02-14 14:53:19.572375743 UTC, PT24.084948197S
Internet unavailable,  2022-02-14 15:25:23.938988396 UTC, PT1.057961051S
Internet unavailable,  2022-02-14 21:44:23.733760904 UTC, PT1.042052204S
Internet unavailable,  2022-02-15 07:24:38.795549631 UTC, PT49.120976233S
Internet unavailable,  2022-02-15 08:05:05.963686261 UTC, PT24.209420446S
Internet unavailable,  2022-02-15 09:27:34.293044621 UTC, PT1.041393865S
Internet unavailable,  2022-02-15 12:03:04.427737376 UTC, PT1.052311897S
Internet unavailable,  2022-02-15 12:07:21.557825040 UTC, PT7.124703689S
Internet unavailable,  2022-02-15 12:22:23.893793821 UTC, PT49.113037923S
Internet unavailable,  2022-02-15 14:16:10.007335632 UTC, PT25.745596824S
Internet unavailable,  2022-02-15 15:27:18.622049537 UTC, PT38.135497186S
Internet unavailable,  2022-02-15 15:31:28.023552189 UTC, PT10.120970523S
Internet unavailable,  2022-02-15 16:03:32.449453041 UTC, PT39.531071568S
Internet unavailable,  2022-02-15 16:28:32.634379790 UTC, PT92.205160142S
Internet unavailable,  2022-02-15 17:07:36.213754108 UTC, PT1.084092126S
Internet unavailable,  2022-02-15 17:30:59.588661025 UTC, PT78.162977816S
Internet unavailable,  2022-02-15 18:28:37.928178359 UTC, PT1.075495676S
Internet unavailable,  2022-02-15 19:48:31.534960113 UTC, PT1.068259011S
Internet unavailable,  2022-02-15 21:29:31.243945917 UTC, PT35.227060954S
Internet unavailable,  2022-02-15 21:31:36.884859468 UTC, PT14.365873665S
Internet unavailable,  2022-02-15 23:52:47.093777745 UTC, PT1.086552671S
Internet unavailable,  2022-02-16 01:14:53.733763768 UTC, PT1.080483350S
Internet unavailable,  2022-02-16 06:51:33.973764883 UTC, PT1.060930268S
Internet unavailable,  2022-02-16 09:54:03.093759150 UTC, PT1.084480516S
Internet unavailable,  2022-02-16 21:40:38.481748056 UTC, PT150.108273879S
Internet unavailable,  2022-02-16 21:43:30.965612047 UTC, PT1.328029919S
Internet unavailable,  2022-02-16 22:41:08.053755923 UTC, PT1.078873444S
Internet unavailable,  2022-02-17 07:15:02.853776396 UTC, PT1.175523818S
Internet unavailable,  2022-02-17 13:17:56.053740425 UTC, PT1.064924546S
Internet unavailable,  2022-02-17 13:44:58.373764777 UTC, PT1.062769749S
Internet unavailable,  2022-02-18 00:18:28.053777983 UTC, PT1.060534617S
Internet unavailable,  2022-02-18 16:18:21.733782376 UTC, PT1.036887165S
Internet unavailable,  2022-02-19 08:59:41.493793533 UTC, PT1.039201373S
Internet unavailable,  2022-02-19 09:09:08.373784806 UTC, PT1.054254717S
Internet unavailable,  2022-02-19 23:00:50.933724139 UTC, PT1.040780360S
Internet unavailable,  2022-02-20 01:06:39.813807448 UTC, PT1.054407549S
Internet unavailable,  2022-02-21 09:14:20.346767638 UTC, PT17.060383598S
Internet unavailable,  2022-02-21 10:55:56.199104169 UTC, PT1.027433173S
Internet unavailable,  2022-02-21 11:23:45.019401531 UTC, PT49.095075124S
Internet unavailable,  2022-02-21 13:53:36.003565747 UTC, PT49.136831511S
Internet unavailable,  2022-02-21 15:38:51.752279517 UTC, PT38.101350871S
Internet unavailable,  2022-02-21 18:44:06.033068354 UTC, PT114.638699766S
Internet unavailable,  2022-02-23 07:04:59.893778636 UTC, PT1.034779921S
Internet unavailable,  2022-02-23 07:06:09.813795350 UTC, PT1.136427611S
Internet unavailable,  2022-02-23 07:06:58.933761953 UTC, PT1.102987785S
Internet unavailable,  2022-02-23 07:09:21.353081889 UTC, PT22.044943069S
Internet unavailable,  2022-02-23 07:34:21.168013775 UTC, PT36.053126006S
Internet unavailable,  2022-02-23 07:55:21.402525740 UTC, PT1.025384139S
Internet unavailable,  2022-02-23 09:38:05.573762806 UTC, PT1.023823596S
Internet unavailable,  2022-02-23 10:10:22.654227054 UTC, PT58.104664790S
Internet unavailable,  2022-02-23 12:19:38.395619580 UTC, PT72.091399674S
Internet unavailable,  2022-02-23 12:21:48.563418562 UTC, PT58.084707202S
Internet unavailable,  2022-02-23 13:30:29.236671409 UTC, PT58.075402106S
Internet unavailable,  2022-02-23 15:22:59.558967350 UTC, PT1.016784768S
Internet unavailable,  2022-02-23 15:29:58.016302594 UTC, PT58.076105831S
Internet unavailable,  2022-02-23 16:04:25.173759558 UTC, PT1.017886914S
Internet unavailable,  2022-02-23 16:10:15.733751125 UTC, PT1.020981893S
Internet unavailable,  2022-02-23 16:27:11.083047038 UTC, PT58.087031693S
Internet unavailable,  2022-02-23 16:40:31.765389645 UTC, PT1.019069523S
Internet unavailable,  2022-02-23 16:50:22.724579660 UTC, PT58.078618070S
Internet unavailable,  2022-02-23 16:55:11.173774930 UTC, PT1.018067452S
Internet unavailable,  2022-02-23 20:10:24.061318487 UTC, PT31.060316364S
Internet unavailable,  2022-02-24 07:31:47.413097830 UTC, PT15.027561518S
Internet unavailable,  2022-02-24 08:04:20.893055087 UTC, PT1.025710078S
Internet unavailable,  2022-02-24 08:17:22.301114188 UTC, PT1.018464352S
Internet unavailable,  2022-02-24 09:29:37.023316469 UTC, PT15.028589552S
Internet unavailable,  2022-02-24 09:40:13.152784345 UTC, PT58.076489901S
Internet unavailable,  2022-02-24 12:48:39.013745447 UTC, PT1.019697608S
Internet unavailable,  2022-02-24 15:13:49.177824277 UTC, PT58.077756816S
Internet unavailable,  2022-02-24 15:24:14.143555861 UTC, PT58.077315856S
Internet unavailable,  2022-02-24 16:48:29.489726226 UTC, PT1.020128255S
Internet unavailable,  2022-02-24 16:55:45.307784063 UTC, PT5.526420481S
Internet unavailable,  2022-02-24 18:09:42.403822706 UTC, PT58.087293594S
Internet unavailable,  2022-02-24 18:13:52.733336548 UTC, PT15.422286467S
Internet unavailable,  2022-02-24 19:11:47.822167034 UTC, PT115.147333633S
Internet unavailable,  2022-02-24 19:17:04.773764276 UTC, PT1.026082477S
Internet unavailable,  2022-02-25 16:25:44.693785390 UTC, PT1.022166614S
Internet unavailable,  2022-02-26 00:20:32.693764859 UTC, PT1.032912022S
Internet unavailable,  2022-02-26 05:02:17.973764935 UTC, PT1.020314642S
Internet unavailable,  2022-02-26 09:30:09.813780694 UTC, PT10.295049615S
Internet unavailable,  2022-02-26 09:30:24.853788536 UTC, PT3.080513085S
Internet unavailable,  2022-02-26 09:30:42.293756651 UTC, PT11.693856062S
Internet unavailable,  2022-02-26 09:30:58.053783610 UTC, PT12.029592668S
Internet unavailable,  2022-02-26 09:31:12.853747213 UTC, PT3.173944108S
Internet unavailable,  2022-02-26 09:31:18.773753994 UTC, PT3.071529148S
Internet unavailable,  2022-02-26 09:31:24.613850062 UTC, PT3.068038592S
Internet unavailable,  2022-02-26 09:32:19.270865823 UTC, PT1.019013609S
Internet unavailable,  2022-02-26 09:32:45.573799505 UTC, PT1.210956344S
Internet unavailable,  2022-02-26 09:33:04.853755246 UTC, PT2.141984240S
Internet unavailable,  2022-02-26 09:33:17.653755637 UTC, PT2.244892552S
Internet unavailable,  2022-02-26 09:33:23.893767554 UTC, PT1.664744138S
Internet unavailable,  2022-02-26 09:33:30.134133619 UTC, PT1.246236100S
Internet unavailable,  2022-02-26 09:33:36.373789098 UTC, PT1.181278367S
Internet unavailable,  2022-02-26 09:33:50.373748309 UTC, PT1.218865623S
Internet unavailable,  2022-02-26 09:33:56.693804210 UTC, PT1.147780385S
Internet unavailable,  2022-02-26 09:34:07.733784742 UTC, PT2.160222896S
Internet unavailable,  2022-02-26 09:34:23.973758175 UTC, PT1.469379821S
Internet unavailable,  2022-02-26 09:34:30.053771778 UTC, PT1.461389983S
Internet unavailable,  2022-02-26 09:34:36.933744041 UTC, PT1.831610301S
Internet unavailable,  2022-02-26 09:34:43.094036108 UTC, PT2.342425679S
Internet unavailable,  2022-02-26 09:34:49.333786923 UTC, PT1.773233764S
Internet unavailable,  2022-02-26 09:34:55.413779998 UTC, PT1.362857397S
Internet unavailable,  2022-02-26 09:35:01.573762546 UTC, PT1.618645002S
Internet unavailable,  2022-02-26 09:35:07.813790243 UTC, PT1.833100321S
Internet unavailable,  2022-02-26 09:35:14.373793527 UTC, PT1.395610311S
Internet unavailable,  2022-02-26 09:35:20.533790355 UTC, PT1.492277634S
Internet unavailable,  2022-02-26 09:35:26.853762444 UTC, PT1.894103118S
Internet unavailable,  2022-02-26 09:35:33.014028046 UTC, PT1.589488125S
Internet unavailable,  2022-02-26 09:35:39.653988778 UTC, PT2.386521905S
Internet unavailable,  2022-02-26 09:35:45.893971080 UTC, PT3.838053480S
Internet unavailable,  2022-02-26 09:35:54.853786537 UTC, PT1.756998796S
Internet unavailable,  2022-02-26 09:36:01.013753645 UTC, PT1.738943464S
Internet unavailable,  2022-02-26 09:36:13.413748245 UTC, PT1.215054026S
Internet unavailable,  2022-02-26 09:36:25.893782021 UTC, PT1.704098043S
Internet unavailable,  2022-02-26 09:36:32.133760062 UTC, PT1.513656443S
Internet unavailable,  2022-02-26 09:36:38.213774228 UTC, PT1.382418916S
Internet unavailable,  2022-02-26 09:36:58.853770015 UTC, PT35.063984091S
Internet unavailable,  2022-02-26 09:37:40.947372867 UTC, PT117.008198233S
Internet unavailable,  2022-02-26 09:41:10.933757692 UTC, PT1.190440225S
Internet unavailable,  2022-02-26 09:44:53.413745967 UTC, PT1.123567690S
Internet unavailable,  2022-02-26 09:45:37.413744420 UTC, PT1.130162529S
Internet unavailable,  2022-02-26 09:47:01.493780303 UTC, PT1.210005642S
Internet unavailable,  2022-02-26 09:48:18.133738268 UTC, PT1.242252880S
Internet unavailable,  2022-02-26 09:48:37.333745027 UTC, PT5.634981324S
Internet unavailable,  2022-02-26 09:49:23.493769341 UTC, PT1.155679702S
Internet unavailable,  2022-02-26 09:52:23.173740835 UTC, PT1.180611108S
Internet unavailable,  2022-02-26 09:56:50.693747702 UTC, PT1.184138517S
Internet unavailable,  2022-02-26 09:58:50.613743112 UTC, PT1.066542098S
Internet unavailable,  2022-02-26 09:59:05.573759808 UTC, PT1.176883049S
Internet unavailable,  2022-02-26 10:03:08.842995426 UTC, PT58.207164090S
Internet unavailable,  2022-02-26 10:05:43.093767283 UTC, PT1.188889301S
Internet unavailable,  2022-02-26 10:05:59.013776089 UTC, PT1.425502171S
Internet unavailable,  2022-02-26 10:07:24.853772271 UTC, PT1.169347684S
Internet unavailable,  2022-02-26 10:07:53.413749166 UTC, PT1.144453193S
Internet unavailable,  2022-02-26 10:09:49.013758071 UTC, PT1.043960080S
Internet unavailable,  2022-02-26 10:10:19.733794892 UTC, PT1.149932471S
Internet unavailable,  2022-02-26 10:10:35.733770168 UTC, PT1.190361266S
Internet unavailable,  2022-02-26 10:11:39.493791175 UTC, PT1.181753834S
Internet unavailable,  2022-02-26 10:17:38.373752974 UTC, PT1.107096714S
Internet unavailable,  2022-02-26 10:17:54.213761988 UTC, PT3.304073455S
Internet unavailable,  2022-02-26 10:19:10.693771318 UTC, PT1.197288240S
Internet unavailable,  2022-02-26 10:20:20.453750184 UTC, PT1.020928854S
Internet unavailable,  2022-02-26 10:20:51.974003787 UTC, PT1.017171644S
Internet unavailable,  2022-02-26 10:21:13.093726147 UTC, PT1.111010485S
Internet unavailable,  2022-02-26 10:22:07.893764450 UTC, PT1.133188695S
Internet unavailable,  2022-02-26 10:45:31.813778143 UTC, PT1.164391832S
Internet unavailable,  2022-02-26 12:23:02.918806791 UTC, PT58.078917380S
Internet unavailable,  2022-02-26 13:42:06.342361662 UTC, PT15.027844456S
Internet unavailable,  2022-02-26 14:44:01.463110810 UTC, PT1.024309713S
Internet unavailable,  2022-02-26 15:24:34.830107830 UTC, PT15.027984957S
Internet unavailable,  2022-02-26 16:26:52.553117958 UTC, PT1.018263459S
Internet unavailable,  2022-02-26 18:24:49.662327586 UTC, PT58.073723643S
Internet unavailable,  2022-02-26 19:24:40.795571374 UTC, PT17.765285269S
Internet unavailable,  2022-02-27 15:58:09.253773612 UTC, PT2.433542615S
Internet unavailable,  2022-02-27 15:58:18.613751480 UTC, PT1.032342431S
Internet unavailable,  2022-02-28 02:34:49.573743564 UTC, PT1.033397136S
Internet unavailable,  2022-02-28 07:47:02.684336882 UTC, PT168.189526673S
Internet unavailable,  2022-02-28 07:50:07.413782959 UTC, PT1.022579430S
Internet unavailable,  2022-02-28 10:09:32.523549909 UTC, PT58.076225649S
Internet unavailable,  2022-02-28 10:25:42.993800627 UTC, PT58.078509115S
Internet unavailable,  2022-02-28 12:28:33.866769498 UTC, PT58.082379203S
Internet unavailable,  2022-02-28 14:20:09.190341561 UTC, PT1.019977864S
Internet unavailable,  2022-02-28 15:10:08.702268157 UTC, PT15.026887001S
Internet unavailable,  2022-02-28 16:01:22.293752910 UTC, PT1.019897173S
Internet unavailable,  2022-02-28 17:47:26.236450626 UTC, PT1.019534854S
Internet unavailable,  2022-02-28 18:16:23.957042063 UTC, PT1.020156612S
Internet unavailable,  2022-02-28 19:31:24.743016149 UTC, PT58.083495905S
Internet unavailable,  2022-02-28 20:42:05.013772290 UTC, PT88.110266399S
Internet unavailable,  2022-02-28 21:31:37.955577663 UTC, PT3.704892489S
Internet unavailable,  2022-02-28 22:46:12.373786031 UTC, PT1.019639549S
Internet unavailable,  2022-03-01 07:38:47.333751366 UTC, PT1.123741378S
Internet unavailable,  2022-03-01 08:52:04.672420618 UTC, PT40.065611090S
Internet unavailable,  2022-03-01 11:37:33.331307740 UTC, PT58.078411413S
Internet unavailable,  2022-03-01 11:54:12.529685607 UTC, PT58.077915979S
Internet unavailable,  2022-03-01 15:26:51.087479425 UTC, PT1.033420649S
Internet unavailable,  2022-03-01 15:56:59.733770575 UTC, PT1.019159707S
Internet unavailable,  2022-03-01 16:48:53.843845117 UTC, PT1.018790731S
Internet unavailable,  2022-03-01 17:33:48.134232448 UTC, PT58.122298528S
Internet unavailable,  2022-03-01 20:03:22.774243765 UTC, PT1.018956025S
Internet unavailable,  2022-03-02 00:24:13.893784024 UTC, PT1.023112321S
Internet unavailable,  2022-03-02 09:04:31.493756127 UTC, PT1.178290062S
Internet unavailable,  2022-03-02 10:15:05.253745368 UTC, PT1.022100586S
Internet unavailable,  2022-03-02 10:19:56.479930303 UTC, PT58.079987919S
Internet unavailable,  2022-03-02 12:34:46.643080660 UTC, PT58.079277367S
Internet unavailable,  2022-03-02 13:32:29.993161999 UTC, PT58.084233943S
Internet unavailable,  2022-03-02 16:07:57.247271498 UTC, PT15.042367107S
Internet unavailable,  2022-03-03 09:28:04.289485114 UTC, PT1.020310336S
Internet unavailable,  2022-03-03 11:37:32.747028365 UTC, PT1.018702193S
Internet unavailable,  2022-03-03 11:55:29.457417940 UTC, PT58.081062568S
Internet unavailable,  2022-03-03 13:01:15.102314964 UTC, PT72.094428079S
Internet unavailable,  2022-03-03 13:25:18.744123379 UTC, PT58.090248113S
Internet unavailable,  2022-03-03 13:32:50.229349333 UTC, PT58.082522874S
Internet unavailable,  2022-03-03 13:48:07.038398791 UTC, PT1.022192559S
Internet unavailable,  2022-03-03 15:02:17.117966727 UTC, PT58.086598853S
Internet unavailable,  2022-03-03 17:18:52.533744231 UTC, PT1.020525122S
Internet unavailable,  2022-03-04 08:00:45.359152899 UTC, PT58.080647900S
Internet unavailable,  2022-03-04 08:16:09.773222883 UTC, PT15.035841401S
Internet unavailable,  2022-03-04 09:00:45.277789662 UTC, PT15.042262335S
Internet unavailable,  2022-03-04 09:57:00.937423763 UTC, PT1.029643361S
Internet unavailable,  2022-03-04 10:11:35.694143729 UTC, PT58.077905026S
Internet unavailable,  2022-03-04 11:34:30.513005951 UTC, PT1.019106814S
Internet unavailable,  2022-03-04 11:35:39.749818246 UTC, PT115.775627373S
Internet unavailable,  2022-03-04 12:27:22.523006849 UTC, PT15.032138267S
Internet unavailable,  2022-03-04 12:50:20.373778427 UTC, PT1.020810665S
Internet unavailable,  2022-03-04 15:25:04.293739318 UTC, PT1.017684948S
Internet unavailable,  2022-03-04 17:43:53.653740406 UTC, PT1.016682110S
Internet unavailable,  2022-03-05 19:12:41.870063449 UTC, PT1.018160909S
Internet unavailable,  2022-03-05 20:42:36.122973377 UTC, PT15.027685872S
Internet unavailable,  2022-03-05 22:00:00.659307842 UTC, PT1.019974063S
Internet unavailable,  2022-03-06 17:31:05.281474891 UTC, PT63.093122052S
Internet unavailable,  2022-03-06 18:01:57.339497141 UTC, PT1.019056673S
Internet unavailable,  2022-03-06 19:45:25.298189062 UTC, PT23.266201550S
Internet unavailable,  2022-03-06 21:24:39.332910691 UTC, PT49.090452114S
Internet unavailable,  2022-03-06 21:46:04.293742282 UTC, PT1.018196040S
Internet unavailable,  2022-03-06 22:03:50.774803438 UTC, PT1.018522435S
